"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"HALLMARK_ALLOGRAFT_REJECTION",0.102880658436214,0.249853027630805,0.287857117255149,-0.308469592403412,-1.3792114540485,17,
